EFO_url	EFO_value	cosine_distance	GWAS_trait	GWAS_ID
http://www.ebi.ac.uk/efo/EFO_0008053	C-C motif chemokine 5 measurement	0.9025126000000001	C-C motif chemokine 1	prot-a-388
http://www.ebi.ac.uk/efo/EFO_0008048	C-C motif chemokine 21 measurement	0.899113	C-C motif chemokine 1	prot-a-388
http://www.ebi.ac.uk/efo/EFO_0008042	C-C motif chemokine 14 measurement	0.8986232999999999	C-C motif chemokine 1	prot-a-388
http://www.ebi.ac.uk/efo/EFO_0008052	C-C motif chemokine 3-like 1 measurement	0.8972678000000001	C-C motif chemokine 1	prot-a-388
http://www.ebi.ac.uk/efo/EFO_0008049	C-C motif chemokine 23 measurement	0.8969916	C-C motif chemokine 1	prot-a-388
http://www.ebi.ac.uk/efo/EFO_0008050	C-C motif chemokine 25 measurement	0.8957313	C-C motif chemokine 1	prot-a-388
http://www.ebi.ac.uk/efo/EFO_0008047	C-C motif chemokine 19 measurement	0.8938183	C-C motif chemokine 1	prot-a-388
http://www.ebi.ac.uk/efo/EFO_0008054	C-C motif chemokine 7 measurement	0.8924867999999999	C-C motif chemokine 1	prot-a-388
http://www.ebi.ac.uk/efo/EFO_0008043	C-C motif chemokine 15 measurement	0.8914579	C-C motif chemokine 1	prot-a-388
http://www.ebi.ac.uk/efo/EFO_0008044	C-C motif chemokine 16 measurement	0.8905909999999999	C-C motif chemokine 1	prot-a-388
http://www.ebi.ac.uk/efo/EFO_0008046	C-C motif chemokine 18 measurement	0.8869117	C-C motif chemokine 1	prot-a-388
http://www.ebi.ac.uk/efo/EFO_0008082	chemokine (C-C motif) ligand 27 measurement	0.8493203	C-C motif chemokine 1	prot-a-388
http://www.ebi.ac.uk/efo/EFO_0008083	chemokine (C-X-C motif) ligand 1 measurement	0.7687900000000001	C-C motif chemokine 1	prot-a-388
http://www.ebi.ac.uk/efo/EFO_0008058	C-X-C motif chemokine 5 measurement	0.7492597000000001	C-C motif chemokine 1	prot-a-388
http://www.ebi.ac.uk/efo/EFO_0008059	C-X-C motif chemokine 6 measurement	0.7476499999999999	C-C motif chemokine 1	prot-a-388
http://www.ebi.ac.uk/efo/EFO_0008057	C-X-C motif chemokine 11 measurement	0.7458194	C-C motif chemokine 1	prot-a-388
http://www.ebi.ac.uk/efo/EFO_0008056	C-X-C motif chemokine 10 measurement	0.7224101	C-C motif chemokine 1	prot-a-388
http://www.ebi.ac.uk/efo/EFO_0005204	bulimia nervosa	1.0	Bulimia nervosa	ieu-a-990
http://www.ebi.ac.uk/efo/EFO_0000464	emphysema	0.8342159	Percent emphysema	ieu-a-1020
http://purl.obolibrary.org/obo/HP_0000138	ovarian cyst	0.8666915	Non-cancer illness code, self-reported: ovarian cyst or cysts	ukb-b-15025
http://www.ebi.ac.uk/efo/EFO_1000390	Nabothian Cyst	0.7587428	Non-cancer illness code, self-reported: ovarian cyst or cysts	ukb-b-15025
http://purl.obolibrary.org/obo/HP_0001407	Hepatic cysts	0.7315813	Non-cancer illness code, self-reported: ovarian cyst or cysts	ukb-b-15025
http://www.ebi.ac.uk/efo/EFO_0008641	3’-end-seq	0.7338212	Procollagen-lysine,2-oxoglutarate 5-dioxygenase 2	prot-a-2304
http://www.ebi.ac.uk/efo/EFO_0008004	resting metabolic rate measurement	0.7646980999999999	Basal metabolic rate	ukb-b-16446
http://www.ebi.ac.uk/efo/EFO_0005115	metabolic rate measurement	0.7363926999999999	Basal metabolic rate	ukb-b-16446
http://purl.obolibrary.org/obo/HP_0002015	Dysphagia	1.0	Diagnoses - main ICD10: R13 Dysphagia	ukb-b-7073
http://purl.obolibrary.org/obo/HP_0002068	Neuromuscular dysphagia	0.7732447	Diagnoses - main ICD10: R13 Dysphagia	ukb-b-7073
http://www.ebi.ac.uk/efo/EFO_0006832	disposition index measurement	0.7527465	Insulin disposition index	ebi-a-GCST005222
http://purl.obolibrary.org/obo/MONDO_0024618	poliovirus infection	0.7251015000000001	Poliovirus receptor	prot-a-2455
http://purl.obolibrary.org/obo/CHEBI_6541	losartan	1.0	Treatment/medication code: losartan	ukb-b-11878
http://www.ebi.ac.uk/efo/EFO_0006518	response to losartan	0.807547	Treatment/medication code: losartan	ukb-b-11878
http://www.orpha.net/ORDO/Orphanet_309108	Pancreatic colipase deficiency	0.7222329000000001	Colipase	prot-a-592
http://www.orpha.net/ORDO/Orphanet_797	Sarcoidosis	0.7927455000000001	Sarcoidosis (non-Lofgren's syndrome)	ebi-a-GCST005543
http://www.orpha.net/ORDO/Orphanet_69737	Bosley-Salih-Alorainy syndrome	0.7258823999999999	Sarcoidosis (non-Lofgren's syndrome)	ebi-a-GCST005543
http://www.orpha.net/ORDO/Orphanet_2723	Odontotrichomelic syndrome	0.7176076	Sarcoidosis (non-Lofgren's syndrome)	ebi-a-GCST005543
http://www.orpha.net/ORDO/Orphanet_398073	Prader-Willi-like syndrome	0.7119097999999999	Sarcoidosis (non-Lofgren's syndrome)	ebi-a-GCST005543
http://www.orpha.net/ORDO/Orphanet_3253	Zlotogora-Ogur syndrome	0.7094094	Sarcoidosis (non-Lofgren's syndrome)	ebi-a-GCST005543
http://purl.obolibrary.org/obo/MONDO_0020147	anophthalmia-microphthalmia syndrome	0.7077933999999999	Sarcoidosis (non-Lofgren's syndrome)	ebi-a-GCST005543
http://www.orpha.net/ORDO/Orphanet_1524	Craniomicromelic syndrome	0.7076233999999999	Sarcoidosis (non-Lofgren's syndrome)	ebi-a-GCST005543
http://www.orpha.net/ORDO/Orphanet_85194	Spondylo-ocular syndrome	0.7073274	Sarcoidosis (non-Lofgren's syndrome)	ebi-a-GCST005543
http://www.orpha.net/ORDO/Orphanet_64	Alström syndrome	0.7071016999999999	Sarcoidosis (non-Lofgren's syndrome)	ebi-a-GCST005543
http://purl.obolibrary.org/obo/MONDO_0014946	Sifrim-Hitz-Weiss syndrome	0.7071016999999999	Sarcoidosis (non-Lofgren's syndrome)	ebi-a-GCST005543
http://purl.obolibrary.org/obo/MONDO_0029146	Saul-Wilson syndrome	0.7071016999999999	Sarcoidosis (non-Lofgren's syndrome)	ebi-a-GCST005543
http://purl.obolibrary.org/obo/MONDO_0060631	Alkuraya-Kucinskas syndrome	0.7071016999999999	Sarcoidosis (non-Lofgren's syndrome)	ebi-a-GCST005543
http://www.ebi.ac.uk/efo/EFO_0009030	Cerebellar-facial-dental syndrome	0.7071016999999999	Sarcoidosis (non-Lofgren's syndrome)	ebi-a-GCST005543
http://www.ebi.ac.uk/efo/EFO_0010166	Warburg-Cinotti syndrome	0.7071016999999999	Sarcoidosis (non-Lofgren's syndrome)	ebi-a-GCST005543
http://www.orpha.net/ORDO/Orphanet_113	Bazex-Dupré-Christol syndrome	0.7071016999999999	Sarcoidosis (non-Lofgren's syndrome)	ebi-a-GCST005543
http://www.orpha.net/ORDO/Orphanet_1028	Amelo-onycho-hypohidrotic syndrome	0.7071016999999999	Sarcoidosis (non-Lofgren's syndrome)	ebi-a-GCST005543
http://www.orpha.net/ORDO/Orphanet_122	Birt-Hogg-Dubé syndrome	0.7071016999999999	Sarcoidosis (non-Lofgren's syndrome)	ebi-a-GCST005543
http://www.orpha.net/ORDO/Orphanet_1399	Richards-Rundle syndrome	0.7071016999999999	Sarcoidosis (non-Lofgren's syndrome)	ebi-a-GCST005543
http://www.orpha.net/ORDO/Orphanet_1261	Bonnemann-Meinecke-Reich syndrome	0.7071016999999999	Sarcoidosis (non-Lofgren's syndrome)	ebi-a-GCST005543
http://www.orpha.net/ORDO/Orphanet_1237	Beemer-Ertbruggen syndrome	0.7071016999999999	Sarcoidosis (non-Lofgren's syndrome)	ebi-a-GCST005543
http://www.orpha.net/ORDO/Orphanet_1262	Böök syndrome	0.7071016999999999	Sarcoidosis (non-Lofgren's syndrome)	ebi-a-GCST005543
http://www.orpha.net/ORDO/Orphanet_1336	Hyperkeratosis-hyperpigmentation syndrome	0.7071016999999999	Sarcoidosis (non-Lofgren's syndrome)	ebi-a-GCST005543
http://www.orpha.net/ORDO/Orphanet_221150	Pitt-Hopkins-like syndrome	0.7071016999999999	Sarcoidosis (non-Lofgren's syndrome)	ebi-a-GCST005543
http://www.orpha.net/ORDO/Orphanet_1563	Dahlberg-Borer-Newcomer syndrome	0.7071016999999999	Sarcoidosis (non-Lofgren's syndrome)	ebi-a-GCST005543
http://www.orpha.net/ORDO/Orphanet_1488	Cooper-Jabs syndrome	0.7071016999999999	Sarcoidosis (non-Lofgren's syndrome)	ebi-a-GCST005543
http://www.orpha.net/ORDO/Orphanet_1508	Coxoauricular syndrome	0.7071016999999999	Sarcoidosis (non-Lofgren's syndrome)	ebi-a-GCST005543
http://www.orpha.net/ORDO/Orphanet_1927	Emery-Nelson syndrome	0.7071016999999999	Sarcoidosis (non-Lofgren's syndrome)	ebi-a-GCST005543
http://www.orpha.net/ORDO/Orphanet_2117	Hartsfield-Bixler-Demyer syndrome	0.7071016999999999	Sarcoidosis (non-Lofgren's syndrome)	ebi-a-GCST005543
http://www.orpha.net/ORDO/Orphanet_2565	Mononen-Karnes-Senac syndrome	0.7071016999999999	Sarcoidosis (non-Lofgren's syndrome)	ebi-a-GCST005543
http://www.orpha.net/ORDO/Orphanet_2476	Medeira-Dennis-Donnai syndrome	0.7071016999999999	Sarcoidosis (non-Lofgren's syndrome)	ebi-a-GCST005543
http://www.orpha.net/ORDO/Orphanet_3199	Stimmler syndrome	0.7071016999999999	Sarcoidosis (non-Lofgren's syndrome)	ebi-a-GCST005543
http://www.orpha.net/ORDO/Orphanet_3459	Wilson-Turner syndrome	0.7071016999999999	Sarcoidosis (non-Lofgren's syndrome)	ebi-a-GCST005543
http://www.orpha.net/ORDO/Orphanet_3327	Thyrocerebrorenal syndrome	0.7071016999999999	Sarcoidosis (non-Lofgren's syndrome)	ebi-a-GCST005543
http://www.orpha.net/ORDO/Orphanet_3204	Stormorken-Sjaastad-Langslet syndrome	0.7071016999999999	Sarcoidosis (non-Lofgren's syndrome)	ebi-a-GCST005543
http://www.orpha.net/ORDO/Orphanet_3354	Tricho-oculo-dermo-vertebral syndrome	0.7071016999999999	Sarcoidosis (non-Lofgren's syndrome)	ebi-a-GCST005543
http://www.orpha.net/ORDO/Orphanet_75508	Angioosteohypotrophic syndrome	0.7071016999999999	Sarcoidosis (non-Lofgren's syndrome)	ebi-a-GCST005543
http://www.orpha.net/ORDO/Orphanet_93970	Holmes-Gang syndrome	0.7071016999999999	Sarcoidosis (non-Lofgren's syndrome)	ebi-a-GCST005543
http://www.ebi.ac.uk/efo/EFO_0001064	Down syndrome	0.7071016999999999	Sarcoidosis (non-Lofgren's syndrome)	ebi-a-GCST005543
http://purl.obolibrary.org/obo/MONDO_0010666	Miles-Carpenter syndrome	0.7071016999999999	Sarcoidosis (non-Lofgren's syndrome)	ebi-a-GCST005543
http://purl.obolibrary.org/obo/MONDO_0014958	Harel-Yoon syndrome	0.7071016999999999	Sarcoidosis (non-Lofgren's syndrome)	ebi-a-GCST005543
http://purl.obolibrary.org/obo/MONDO_0060707	Ververi-Brady syndrome	0.7071016999999999	Sarcoidosis (non-Lofgren's syndrome)	ebi-a-GCST005543
http://www.ebi.ac.uk/efo/EFO_0009466	Löfgren’s syndrome	0.7071016999999999	Sarcoidosis (non-Lofgren's syndrome)	ebi-a-GCST005543
http://www.ebi.ac.uk/efo/EFO_0009028	Camptodactyly-arthropathy-coxa-vara-pericarditis syndrome	0.7071016999999999	Sarcoidosis (non-Lofgren's syndrome)	ebi-a-GCST005543
http://www.ebi.ac.uk/efo/EFO_0009079	white-sutton syndrome	0.7071016999999999	Sarcoidosis (non-Lofgren's syndrome)	ebi-a-GCST005543
http://www.ebi.ac.uk/efo/EFO_0010279	GIST-plus syndrome	0.7071016999999999	Sarcoidosis (non-Lofgren's syndrome)	ebi-a-GCST005543
http://www.orpha.net/ORDO/Orphanet_1133	AREDYLD syndrome	0.7071016999999999	Sarcoidosis (non-Lofgren's syndrome)	ebi-a-GCST005543
http://www.orpha.net/ORDO/Orphanet_293843	Craniofacial-ulnar-renal syndrome	0.7071016999999999	Sarcoidosis (non-Lofgren's syndrome)	ebi-a-GCST005543
http://www.orpha.net/ORDO/Orphanet_1193	Atkin-Flaitz syndrome	0.7071016999999999	Sarcoidosis (non-Lofgren's syndrome)	ebi-a-GCST005543
http://www.orpha.net/ORDO/Orphanet_1299	Branchio-skeleto-genital syndrome	0.7071016999999999	Sarcoidosis (non-Lofgren's syndrome)	ebi-a-GCST005543
http://www.orpha.net/ORDO/Orphanet_1227	Bangstad syndrome	0.7071016999999999	Sarcoidosis (non-Lofgren's syndrome)	ebi-a-GCST005543
http://www.orpha.net/ORDO/Orphanet_1532	Gómez-López-Hernández syndrome	0.7071016999999999	Sarcoidosis (non-Lofgren's syndrome)	ebi-a-GCST005543
http://www.orpha.net/ORDO/Orphanet_1997	Blepharo-cheilo-odontic syndrome	0.7071016999999999	Sarcoidosis (non-Lofgren's syndrome)	ebi-a-GCST005543
http://www.orpha.net/ORDO/Orphanet_178377	Osteosclerosis-developmental delay-craniosynostosis syndrome	0.7071016999999999	Sarcoidosis (non-Lofgren's syndrome)	ebi-a-GCST005543
http://www.orpha.net/ORDO/Orphanet_2045	FLOTCH syndrome	0.7071016999999999	Sarcoidosis (non-Lofgren's syndrome)	ebi-a-GCST005543
http://www.orpha.net/ORDO/Orphanet_2135	Hennekam-Beemer syndrome	0.7071016999999999	Sarcoidosis (non-Lofgren's syndrome)	ebi-a-GCST005543
http://www.orpha.net/ORDO/Orphanet_2482	Melhem-Fahl syndrome	0.7071016999999999	Sarcoidosis (non-Lofgren's syndrome)	ebi-a-GCST005543
http://www.orpha.net/ORDO/Orphanet_2390	Lichstenstein syndrome	0.7071016999999999	Sarcoidosis (non-Lofgren's syndrome)	ebi-a-GCST005543
http://www.orpha.net/ORDO/Orphanet_2871	Pfeiffer-Palm-Teller syndrome	0.7071016999999999	Sarcoidosis (non-Lofgren's syndrome)	ebi-a-GCST005543
http://www.orpha.net/ORDO/Orphanet_3128	Sakati-Nyhan syndrome	0.7071016999999999	Sarcoidosis (non-Lofgren's syndrome)	ebi-a-GCST005543
http://www.orpha.net/ORDO/Orphanet_2985	Pseudoprogeria syndrome	0.7071016999999999	Sarcoidosis (non-Lofgren's syndrome)	ebi-a-GCST005543
http://www.orpha.net/ORDO/Orphanet_3132	Say-Barber-Miller syndrome	0.7071016999999999	Sarcoidosis (non-Lofgren's syndrome)	ebi-a-GCST005543
http://www.orpha.net/ORDO/Orphanet_3010	Qazi-Markouizos syndrome	0.7071016999999999	Sarcoidosis (non-Lofgren's syndrome)	ebi-a-GCST005543
http://www.orpha.net/ORDO/Orphanet_3087	Retinohepatoendocrinologic syndrome	0.7071016999999999	Sarcoidosis (non-Lofgren's syndrome)	ebi-a-GCST005543
http://www.orpha.net/ORDO/Orphanet_3015	Radio-renal syndrome	0.7071016999999999	Sarcoidosis (non-Lofgren's syndrome)	ebi-a-GCST005543
http://www.orpha.net/ORDO/Orphanet_3105	Robinow-like syndrome	0.7071016999999999	Sarcoidosis (non-Lofgren's syndrome)	ebi-a-GCST005543
http://www.orpha.net/ORDO/Orphanet_3404	Ulbright-Hodes syndrome	0.7071016999999999	Sarcoidosis (non-Lofgren's syndrome)	ebi-a-GCST005543
http://www.orpha.net/ORDO/Orphanet_3167	Siegler-Brewer-Carey syndrome	0.7071016999999999	Sarcoidosis (non-Lofgren's syndrome)	ebi-a-GCST005543
http://www.orpha.net/ORDO/Orphanet_3339	Toriello-Lacassie-Droste syndrome	0.7071016999999999	Sarcoidosis (non-Lofgren's syndrome)	ebi-a-GCST005543
http://www.orpha.net/ORDO/Orphanet_363705	Craniofaciofrontodigital syndrome	0.7071016999999999	Sarcoidosis (non-Lofgren's syndrome)	ebi-a-GCST005543
http://www.orpha.net/ORDO/Orphanet_397922	Ferro-cerebro-cutaneous syndrome	0.7071016999999999	Sarcoidosis (non-Lofgren's syndrome)	ebi-a-GCST005543
http://www.orpha.net/ORDO/Orphanet_96263	48,XXXY syndrome	0.7071016999999999	Sarcoidosis (non-Lofgren's syndrome)	ebi-a-GCST005543
http://www.orpha.net/ORDO/Orphanet_96264	49,XXXXY syndrome	0.7071016999999999	Sarcoidosis (non-Lofgren's syndrome)	ebi-a-GCST005543
http://www.orpha.net/ORDO/Orphanet_94064	Deafness-infertility syndrome	0.7071016999999999	Sarcoidosis (non-Lofgren's syndrome)	ebi-a-GCST005543
http://www.orpha.net/ORDO/Orphanet_51	Aicardi-Goutières syndrome	0.7071016999999999	Sarcoidosis (non-Lofgren's syndrome)	ebi-a-GCST005543
http://purl.obolibrary.org/obo/MONDO_0014497	polyendocrine-polyneuropathy syndrome	0.7071016999999999	Sarcoidosis (non-Lofgren's syndrome)	ebi-a-GCST005543
http://www.ebi.ac.uk/efo/EFO_0009904	Lopes-Maciel-Rodan syndrome	0.7071016999999999	Sarcoidosis (non-Lofgren's syndrome)	ebi-a-GCST005543
http://www.ebi.ac.uk/efo/EFO_0010278	Shukla-Vernon syndrome	0.7071016999999999	Sarcoidosis (non-Lofgren's syndrome)	ebi-a-GCST005543
http://www.orpha.net/ORDO/Orphanet_1264	Tricho-retino-dento-digital syndrome	0.7071016999999999	Sarcoidosis (non-Lofgren's syndrome)	ebi-a-GCST005543
http://www.orpha.net/ORDO/Orphanet_1509	Coxopodopatellar syndrome	0.7071016999999999	Sarcoidosis (non-Lofgren's syndrome)	ebi-a-GCST005543
http://www.orpha.net/ORDO/Orphanet_210548	Macrocephaly-autism syndrome	0.7071016999999999	Sarcoidosis (non-Lofgren's syndrome)	ebi-a-GCST005543
http://www.orpha.net/ORDO/Orphanet_1946	Amelo-cerebro-hypohidrotic syndrome	0.7071016999999999	Sarcoidosis (non-Lofgren's syndrome)	ebi-a-GCST005543
http://www.orpha.net/ORDO/Orphanet_217017	Zechi-Ceide syndrome	0.7071016999999999	Sarcoidosis (non-Lofgren's syndrome)	ebi-a-GCST005543
http://www.orpha.net/ORDO/Orphanet_2267	Ichthyosis-cheek-eyebrow syndrome	0.7071016999999999	Sarcoidosis (non-Lofgren's syndrome)	ebi-a-GCST005543
http://www.orpha.net/ORDO/Orphanet_2558	Mikati-Najjar-Sahli syndrome	0.7071016999999999	Sarcoidosis (non-Lofgren's syndrome)	ebi-a-GCST005543
http://www.orpha.net/ORDO/Orphanet_2676	Neuroectodermal-endocrine syndrome	0.7071016999999999	Sarcoidosis (non-Lofgren's syndrome)	ebi-a-GCST005543
http://www.orpha.net/ORDO/Orphanet_2668	Nephropathy-deafness-hyperparathyroidism syndrome	0.7071016999999999	Sarcoidosis (non-Lofgren's syndrome)	ebi-a-GCST005543
http://www.orpha.net/ORDO/Orphanet_2713	Oculoosteocutaneous syndrome	0.7071016999999999	Sarcoidosis (non-Lofgren's syndrome)	ebi-a-GCST005543
http://www.orpha.net/ORDO/Orphanet_2894	Pilotto syndrome	0.7071016999999999	Sarcoidosis (non-Lofgren's syndrome)	ebi-a-GCST005543
http://www.orpha.net/ORDO/Orphanet_309854	Cirrhosis-dystonia-polycythemia-hypermanganesemia syndrome	0.7071016999999999	Sarcoidosis (non-Lofgren's syndrome)	ebi-a-GCST005543
http://www.orpha.net/ORDO/Orphanet_3115	Roussy-Lévy syndrome	0.7071016999999999	Sarcoidosis (non-Lofgren's syndrome)	ebi-a-GCST005543
http://www.orpha.net/ORDO/Orphanet_330029	Hypotrichosis-deafness syndrome	0.7071016999999999	Sarcoidosis (non-Lofgren's syndrome)	ebi-a-GCST005543
http://www.orpha.net/ORDO/Orphanet_3177	Corneal-cerebellar syndrome	0.7071016999999999	Sarcoidosis (non-Lofgren's syndrome)	ebi-a-GCST005543
http://www.orpha.net/ORDO/Orphanet_3448	Weaver-Williams syndrome	0.7071016999999999	Sarcoidosis (non-Lofgren's syndrome)	ebi-a-GCST005543
http://www.orpha.net/ORDO/Orphanet_3241	Deafness-craniofacial syndrome	0.7071016999999999	Sarcoidosis (non-Lofgren's syndrome)	ebi-a-GCST005543
http://www.orpha.net/ORDO/Orphanet_3424	Velo-facial-skeletal syndrome	0.7071016999999999	Sarcoidosis (non-Lofgren's syndrome)	ebi-a-GCST005543
http://www.orpha.net/ORDO/Orphanet_3180	Spondylocamptodactyly syndrome	0.7071016999999999	Sarcoidosis (non-Lofgren's syndrome)	ebi-a-GCST005543
http://www.orpha.net/ORDO/Orphanet_363992	Ichthyosis-short stature-brachydactyly-microspherophakia syndrome	0.7071016999999999	Sarcoidosis (non-Lofgren's syndrome)	ebi-a-GCST005543
http://www.orpha.net/ORDO/Orphanet_678	Papillon-Lefèvre syndrome	0.7071016999999999	Sarcoidosis (non-Lofgren's syndrome)	ebi-a-GCST005543
http://www.orpha.net/ORDO/Orphanet_50944	Schöpf-Schulz-Passarge syndrome	0.7071016999999999	Sarcoidosis (non-Lofgren's syndrome)	ebi-a-GCST005543
http://www.orpha.net/ORDO/Orphanet_69082	Odonto-tricho-ungual-digito-palmar syndrome	0.7071016999999999	Sarcoidosis (non-Lofgren's syndrome)	ebi-a-GCST005543
http://www.orpha.net/ORDO/Orphanet_84081	Senior-Boichis syndrome	0.7071016999999999	Sarcoidosis (non-Lofgren's syndrome)	ebi-a-GCST005543
http://www.orpha.net/ORDO/Orphanet_90308	Klippel-Trénaunay syndrome	0.7071016999999999	Sarcoidosis (non-Lofgren's syndrome)	ebi-a-GCST005543
http://www.orpha.net/ORDO/Orphanet_93975	Renier-Gabreels-Jasper syndrome	0.7071016999999999	Sarcoidosis (non-Lofgren's syndrome)	ebi-a-GCST005543
http://www.orpha.net/ORDO/Orphanet_99806	Oculootodental syndrome	0.7071016999999999	Sarcoidosis (non-Lofgren's syndrome)	ebi-a-GCST005543
http://purl.obolibrary.org/obo/MONDO_0009619	microcephaly-micromelia syndrome	0.7071016999999999	Sarcoidosis (non-Lofgren's syndrome)	ebi-a-GCST005543
http://purl.obolibrary.org/obo/MONDO_0012657	Mungan syndrome	0.7071016999999999	Sarcoidosis (non-Lofgren's syndrome)	ebi-a-GCST005543
http://purl.obolibrary.org/obo/MONDO_0014791	Luscan-Lumish syndrome	0.7071016999999999	Sarcoidosis (non-Lofgren's syndrome)	ebi-a-GCST005543
http://purl.obolibrary.org/obo/MONDO_0054591	Stankiewicz-Isidor syndrome	0.7071016999999999	Sarcoidosis (non-Lofgren's syndrome)	ebi-a-GCST005543
http://purl.obolibrary.org/obo/MONDO_0060711	Jaberi-Elahi syndrome	0.7071016999999999	Sarcoidosis (non-Lofgren's syndrome)	ebi-a-GCST005543
http://www.ebi.ac.uk/efo/EFO_0007192	Caplan's syndrome	0.7071016999999999	Sarcoidosis (non-Lofgren's syndrome)	ebi-a-GCST005543
http://www.ebi.ac.uk/efo/EFO_0007547	Wissler's syndrome	0.7071016999999999	Sarcoidosis (non-Lofgren's syndrome)	ebi-a-GCST005543
http://www.ebi.ac.uk/efo/EFO_0010254	Popov-Chang syndrome	0.7071016999999999	Sarcoidosis (non-Lofgren's syndrome)	ebi-a-GCST005543
http://www.ebi.ac.uk/efo/EFO_1001024	Lutembacher's syndrome	0.7071016999999999	Sarcoidosis (non-Lofgren's syndrome)	ebi-a-GCST005543
http://www.orpha.net/ORDO/Orphanet_139466	SERKAL syndrome	0.7071016999999999	Sarcoidosis (non-Lofgren's syndrome)	ebi-a-GCST005543
http://www.orpha.net/ORDO/Orphanet_123	Björnstad syndrome	0.7071016999999999	Sarcoidosis (non-Lofgren's syndrome)	ebi-a-GCST005543
http://www.orpha.net/ORDO/Orphanet_364541	Frontootopalatodigital syndrome	0.7071016999999999	Sarcoidosis (non-Lofgren's syndrome)	ebi-a-GCST005543
http://www.orpha.net/ORDO/Orphanet_167	Chédiak-Higashi syndrome	0.7071016999999999	Sarcoidosis (non-Lofgren's syndrome)	ebi-a-GCST005543
http://www.orpha.net/ORDO/Orphanet_2047	Flynn-Aird syndrome	0.7071016999999999	Sarcoidosis (non-Lofgren's syndrome)	ebi-a-GCST005543
http://www.orpha.net/ORDO/Orphanet_2101	Grubben-de Cock-Borghgraef syndrome	0.7071016999999999	Sarcoidosis (non-Lofgren's syndrome)	ebi-a-GCST005543
http://www.orpha.net/ORDO/Orphanet_2363	Lacrimoauriculodentodigital syndrome	0.7071016999999999	Sarcoidosis (non-Lofgren's syndrome)	ebi-a-GCST005543
http://www.orpha.net/ORDO/Orphanet_2324	Kaler-Garrity-Stern syndrome	0.7071016999999999	Sarcoidosis (non-Lofgren's syndrome)	ebi-a-GCST005543
http://www.orpha.net/ORDO/Orphanet_2167	Holzgreve-Wagner-Rehder syndrome	0.7071016999999999	Sarcoidosis (non-Lofgren's syndrome)	ebi-a-GCST005543
http://www.orpha.net/ORDO/Orphanet_2346	Angioosteohypertrophic syndrome	0.7071016999999999	Sarcoidosis (non-Lofgren's syndrome)	ebi-a-GCST005543
http://www.orpha.net/ORDO/Orphanet_2306	Isotretinoin-like syndrome	0.7071016999999999	Sarcoidosis (non-Lofgren's syndrome)	ebi-a-GCST005543
http://www.orpha.net/ORDO/Orphanet_263355	ATR-X-related syndrome	0.7071016999999999	Sarcoidosis (non-Lofgren's syndrome)	ebi-a-GCST005543
http://www.orpha.net/ORDO/Orphanet_3109	Mayer-Rokitansky-Küster-Hauser syndrome	0.7071016999999999	Sarcoidosis (non-Lofgren's syndrome)	ebi-a-GCST005543
http://www.orpha.net/ORDO/Orphanet_261534	49,XXXYY syndrome	0.7071016999999999	Sarcoidosis (non-Lofgren's syndrome)	ebi-a-GCST005543
http://www.orpha.net/ORDO/Orphanet_2439	Patterson-Stevenson-Fontaine syndrome	0.7071016999999999	Sarcoidosis (non-Lofgren's syndrome)	ebi-a-GCST005543
http://www.orpha.net/ORDO/Orphanet_2716	Oculo-skeletal-renal syndrome	0.7071016999999999	Sarcoidosis (non-Lofgren's syndrome)	ebi-a-GCST005543
http://www.orpha.net/ORDO/Orphanet_2980	Acro-oto-ocular syndrome	0.7071016999999999	Sarcoidosis (non-Lofgren's syndrome)	ebi-a-GCST005543
http://www.orpha.net/ORDO/Orphanet_3409	Urban-Rogers-Meyer syndrome	0.7071016999999999	Sarcoidosis (non-Lofgren's syndrome)	ebi-a-GCST005543
http://www.orpha.net/ORDO/Orphanet_3206	Stüve-Wiedemann syndrome	0.7071016999999999	Sarcoidosis (non-Lofgren's syndrome)	ebi-a-GCST005543
http://www.orpha.net/ORDO/Orphanet_559	Marinesco-Sjögren syndrome	0.7071016999999999	Sarcoidosis (non-Lofgren's syndrome)	ebi-a-GCST005543
http://www.orpha.net/ORDO/Orphanet_91132	Ichthyosis-hypotrichosis syndrome	0.7071016999999999	Sarcoidosis (non-Lofgren's syndrome)	ebi-a-GCST005543
http://www.orpha.net/ORDO/Orphanet_93971	Chudley-Lowry-Hoar syndrome	0.7071016999999999	Sarcoidosis (non-Lofgren's syndrome)	ebi-a-GCST005543
http://www.orpha.net/ORDO/Orphanet_93973	Carpenter-Waziri syndrome	0.7071016999999999	Sarcoidosis (non-Lofgren's syndrome)	ebi-a-GCST005543
http://www.orpha.net/ORDO/Orphanet_99329	48,XYYY syndrome	0.7071016999999999	Sarcoidosis (non-Lofgren's syndrome)	ebi-a-GCST005543
http://www.orpha.net/ORDO/Orphanet_816	Sjögren-Larsson syndrome	0.7071016999999999	Sarcoidosis (non-Lofgren's syndrome)	ebi-a-GCST005543
http://purl.obolibrary.org/obo/MONDO_0014931	Alazami-Yuan syndrome	0.7071016999999999	Sarcoidosis (non-Lofgren's syndrome)	ebi-a-GCST005543
http://purl.obolibrary.org/obo/MONDO_0014963	Shashi-Pena syndrome	0.7071016999999999	Sarcoidosis (non-Lofgren's syndrome)	ebi-a-GCST005543
