,igd_id,igd_trait,obo_id,label,description,keep
2111,ieu-a-1068,4-choice reaction time,NA,Adverse Event Reporting Ontology,"The Adverse Event Reporting Ontology (AERO) is an ontology aimed at supporting clinicians at the time of data entry, increasing quality and accuracy of reported adverse events",
2112,ieu-a-1068,4-choice reaction time,NA,MOP,"MOP is the molecular process ontology. It contains the molecular processes that underlie the name reaction ontology RXNO, for example cyclization, methylation and demethylation.",
2113,ieu-a-1068,4-choice reaction time,NA,RXNO,RXNO is the name reaction ontology. It contains more than 500 classes representing organic reactions such as the Diels–Alder cyclization.,
2114,ieu-a-1068,4-choice reaction time,OBI:0000893,real time polymerase chain reaction assay,"An assay, based on the PCR, that amplifies and simultaneously quantifies a specific DNA molecule based on the use of complementary probes/primers. It enables both detection and quantification (as absolute number of copies or relative amount when normalized to DNA input or additional normalizing genes) of one or more specific sequences in a DNA sample.",
2115,ieu-a-1068,4-choice reaction time,EFO:0009702,intra-individual reaction time variability measurement,"Quantification of the variability in reaction time (the interval of time between the presentation of a stimulus to a subject and the beginning of the subject's response to that stimulus) of an individual, over successive tasks. An increase in intra-individual reaction time variability is a hallmark of neurocogintive disturbance in many neurological and psychiatric disorders, particularly ADHD.",
2116,ieu-a-1068,4-choice reaction time,NCIT:C158250,Multiplex Real-time Polymerase Chain Reaction Assay,"An assay technique that utilizes the polymerase chain reaction (PCR) method to amplify multiple DNA sequences in a single cycle, with the accumulation of amplification product being measured as the reaction progresses.",
2117,ieu-a-1068,4-choice reaction time,ECO:0000231,quantitative polymerase chain reaction evidence,A type of DNA detection assay evidence where the reaction product is quantified in real-time across cycles by means of fluorescent dyes or fluorescent probes for detection and quantification of specific sequences in a DNA sample.,
2118,ieu-a-1068,4-choice reaction time,NCIT:C36011,Decidual Reaction,The cellular and vascular changes occurring in the endometrium at the time of implantation.,
2119,ieu-a-1068,4-choice reaction time,NCIT:C51962,Real Time PCR,An application of PCR that measures the products generated during each cycle of the polymerase chain reaction process in order to determine the starting amount of template in the reaction.,
2120,ieu-a-1068,4-choice reaction time,STATO:0000071,reaction rate,reaction rate is a measurement datum which represents the speed of a chemical reaction turning reactive species into product species of event (i.e the number of such conversions)s occuring over a time interval,
2121,ieu-a-1068,4-choice reaction time,REX:0000514,ferroxidase reaction,4 Fe(2+) + 4 H+ + O2 --> 4 Fe(3+) + 2 H2O,
2122,ieu-a-1068,4-choice reaction time,REX:0000110,lyase reaction,,
2123,ieu-a-285,Type 1 diabetes,HP:0100651,Type I diabetes mellitus,A chronic condition in which the pancreas produces little or no insulin. Type I diabetes mellitus is manifested by the sudden onset of severe hyperglycemia with rapid progression to diabetic ketoacidosis unless treated with insulin.,
2124,ieu-a-285,Type 1 diabetes,NCIT:C2986,Type 1 Diabetes Mellitus,A chronic condition characterized by minimal or absent production of insulin by the pancreas.,
2125,ieu-a-285,Type 1 diabetes,MONDO:0005147,type 1 diabetes mellitus,,
2126,ieu-a-285,Type 1 diabetes,EFO:0001359,type I diabetes mellitus,An autoimmune disease of endocrine system and is_a diabetes mellitus that results from autoimmune destruction of insulin-producing beta cells of the pancreas.,1
2127,ieu-a-285,Type 1 diabetes,EFO:0001359,type I diabetes mellitus,"A subtype of DIABETES MELLITUS that is characterized by INSULIN deficiency. It is manifested by the sudden onset of severe HYPERGLYCEMIA, rapid progression to DIABETIC KETOACIDOSIS, and DEATH unless treated with insulin. The disease may occur at any age, but is most common in childhood or adolescence.",
2128,ieu-a-285,Type 1 diabetes,EFO:0001359,type I diabetes mellitus,"Diabetes mellitus characterized by insulin deficiency, sudden onset, severe hyperglycemia, rapid progression to ketoacidosis, and death unless treated with insulin. The disease may occur at any age, but is most common in childhood or adolescence.",
2129,ieu-a-285,Type 1 diabetes,EFO:0001359,type I diabetes mellitus,A chronic condition characterized by minimal or absent production of insulin by the pancreas.,
2130,ieu-a-285,Type 1 diabetes,OMIT:0005198,"Diabetes Mellitus, Type 1",,
2131,ieu-a-285,Type 1 diabetes,EFO:0004996,type 1 diabetes nephropathy,Diabetic nephropathy is a progressive kidney disease caused by angiopathy of capillaries in the kidney glomeruli. In type 1 diabetes hyperglycaemia starts in the first decades of life and is usually the only recognized cause of nephropathy.,
2132,ieu-a-285,Type 1 diabetes,EFO:0009756,autoimmune type 1 diabetes,Autoimmune disease wherein the body's own immune system attacks and destroys the cells within the pancreas that produce insulin.,
2133,ieu-a-285,Type 1 diabetes,EFO:0009757,idiopathic type 1 diabetes,"An unusual form of phenotypic type 1 diabetes with almost complete insulin deficiency, a strong hereditary component, and no evidence of autoimmunity.",
2134,ieu-a-285,Type 1 diabetes,EFO:0009758,fulminant type 1 diabetes,Subtype of idiopathic type 1 diabetes in which the process of β-cell destruction and the progression of hyperglycemia and ketoacidosis are extremely rapid.,
2135,ieu-a-285,Type 1 diabetes,DOID:9744,type 1 diabetes mellitus,A diabetes mellitus that results from the body's failure to produce insulin and has_material_basis_in autoimmune destruction of insulin-producing beta cells of the pancreas.,
2136,ieu-a-285,Type 1 diabetes,MONDO:0005442,type 1 diabetes nephropathy,,
2137,ieu-a-285,Type 1 diabetes,DOID:9744,type 1 diabetes mellitus,A diabetes mellitus that results from the body's failure to produce insulin and has_material_basis_in autoimmune destruction of insulin-producing beta cells of the pancreas.,
2138,ieu-a-285,Type 1 diabetes,PW:0000239,type 1 diabetes mellitus pathway,Diabetes mellitus is characterized by abnormally high levels of glucose in the blood. Hereditary and environmental factors are likely contributors but the exact mechanisms are not well understood. The type 1 diabetes mellitus pathway involves alterations in immune response pathways resulting in destruction of the insulin-producing beta cells.,
2139,ieu-a-285,Type 1 diabetes,Orphanet:181371,Rare diabetes mellitus type 1,,
2140,ieu-a-285,Type 1 diabetes,DOID:0110744,type 1 diabetes mellitus 5,A type 1 diabetes mellitus that has_material_basis_in mutation of the SUMO4 gene on chromosome 6q25.1.,
2141,ieu-a-285,Type 1 diabetes,DOID:0110745,type 1 diabetes mellitus 6,A type 1 diabetes mellitus that has_material_basis_in mutation of the locus at chromosome 18q21.,
2142,ieu-a-285,Type 1 diabetes,DOID:0110742,type 1 diabetes mellitus 3,A type 1 diabetes mellitus that has_material_basis_in mutation of the locus at chromosome 15q26.,
2143,ieu-a-285,Type 1 diabetes,DOID:0110743,type 1 diabetes mellitus 4,A type 1 diabetes mellitus that has_material_basis_in mutation of the locus at chromosome 11q13.,
2144,ieu-a-285,Type 1 diabetes,DOID:0110741,type 1 diabetes mellitus 2,A type 1 diabetes mellitus that has_material_basis_in autosomal dominant inheritance of mutation of the INS gene on chromosome 11p15.5.,
2145,ieu-a-285,Type 1 diabetes,DOID:0110749,type 1 diabetes mellitus 10,A type 1 diabetes mellitus that has_material_basis_in mutation of the IL2RA gene on chromosome 10p15.1.,
2146,ieu-a-1121,High grade serous ovarian cancer,EFO:1001958,high grade ovarian serous adenocarcinoma,A rapidly growing serous adenocarcinoma that arises from the ovary. It is characterized by the presence of high grade cytologic features and frequent mitotic figures.,1
2147,ieu-a-1121,High grade serous ovarian cancer,NCIT:C105555,High Grade Ovarian Serous Adenocarcinoma,A rapidly growing serous adenocarcinoma that arises from the ovary. It is characterized by the presence of high grade cytologic features and frequent mitotic figures.,
2148,ieu-a-1121,High grade serous ovarian cancer,NCIT:C165262,Recurrent High Grade Ovarian Serous Adenocarcinoma,The reemergence of ovarian high-grade serous adenocarcinoma after a period of remission.,
2149,ieu-a-1121,High grade serous ovarian cancer,OBI:0002218,High grade ovarian tumor,A histologic grade for ovarian tumor according to a two-tier grading system indicating that the tumor is high grade.,
2150,ieu-a-1121,High grade serous ovarian cancer,NCIT:C105556,Low Grade Ovarian Serous Adenocarcinoma,A slow-growing serous adenocarcinoma that arises from the ovary.  It usually originates from borderline neoplastic processes or adenofibromas.  It is characterized by the presence of low grade cytologic features and infrequent mitotic figures.,
2151,ieu-a-1121,High grade serous ovarian cancer,EFO:1000139,Borderline Ovarian Serous Tumor,A low grade serous epithelial neoplasm arising from the ovary. It is characterized by an atypical proliferation of serous-type epithelial cells without evidence of stromal invasion. It is often asymptomatic but rarely it may present with abdominal pain or abdominal enlargement due to rupture or torsion.,
2152,ieu-a-1121,High grade serous ovarian cancer,NCIT:C5226,Borderline Ovarian Serous Tumor,A low grade serous epithelial neoplasm arising from the ovary.  It is characterized by an atypical proliferation of serous-type epithelial cells without evidence of stromal invasion.  It is often asymptomatic but rarely it may present with abdominal pain or abdominal enlargement due to rupture or torsion.,
2153,ieu-a-1121,High grade serous ovarian cancer,EFO:0002917,ovarian serous adenocarcinoma,"An adenocarcinoma that arises from the ovary and is characterized by the presence of malignant epithelial cells that, in well differentiated tumors, resemble the epithelium of the fallopian tube or, in poorly differentiated tumors, show anaplastic features and marked nuclear atypia.",
2154,ieu-a-1121,High grade serous ovarian cancer,OBI:0002218,High grade ovarian tumor,,
2155,ieu-a-1121,High grade serous ovarian cancer,OBI:0002218,High grade ovarian tumor,A histologic grade for ovarian tumor according to a two-tier grading system indicating that the tumor is high grade.,
2156,ieu-a-1121,High grade serous ovarian cancer,OBI:0002218,High grade ovarian tumor,A histologic grade for ovarian tumor according to a two-tier grading system indicating that the tumor is high grade.,
2157,ieu-a-1121,High grade serous ovarian cancer,OBI:0002218,High grade ovarian tumor,A histologic grade for ovarian tumor according to a two-tier grading system indicating that the tumor is high grade.,
2158,ieu-a-1121,High grade serous ovarian cancer,OBI:0002218,High grade ovarian tumor,A histologic grade for ovarian tumor according to a two-tier grading system indicating that the tumor is high grade.,
2159,ieu-a-1121,High grade serous ovarian cancer,OBI:0002218,High grade ovarian tumor,A histologic grade for ovarian tumor according to a two-tier grading system indicating that the tumor is high grade.,
2160,ieu-a-1121,High grade serous ovarian cancer,OBI:0002218,High grade ovarian tumor,A histologic grade for ovarian tumor according to a two-tier grading system indicating that the tumor is high grade.,
2161,ieu-a-1121,High grade serous ovarian cancer,MONDO:0005211,ovarian serous adenocarcinoma,,
2162,ieu-a-1121,High grade serous ovarian cancer,MONDO:0020662,borderline ovarian serous tumor,,
2163,ieu-a-1121,High grade serous ovarian cancer,MONDO:0008170,ovarian cancer,,
2164,ieu-a-1121,High grade serous ovarian cancer,NCIT:C156455,Recurrent Low Grade Ovarian Serous Adenocarcinoma,The reemergence of low grade ovarian serous adenocarcinoma after a period of remission.,
2165,ieu-a-1121,High grade serous ovarian cancer,NCIT:C165267,Recurrent High Grade Fallopian Tube Serous Adenocarcinoma,The reemergence of fallopian tube high-grade serous adenocarcinoma after a period of remission.,
2166,ieu-a-1006,Mean platelet volume,CMO:0001348,mean platelet volume,"Measurement of the average size of the three dimensional space occupied by a blood platelet, a minute, irregularly shaped, disklike, non-nucleated cytoplasmic body found in blood that functions to promote blood clotting.",
2167,ieu-a-1006,Mean platelet volume,OMIT:0028298,Mean Platelet Volume,,
2168,ieu-a-1006,Mean platelet volume,EFO:0004584,mean platelet volume,A measurement of mean platelet volume is a machine-calculated measurement of the average size of platelets found in blood,1
2169,ieu-a-1006,Mean platelet volume,EFO:0004584,mean platelet volume,A measurement of mean platelet volume is a machine-calculated measurement of the average size of platelets found in blood,
2170,ieu-a-1006,Mean platelet volume,NCIT:C74730,Mean Platelet Volume Measurement,The determination of the average size of the platelets present in a blood sample.,
2171,ieu-a-1006,Mean platelet volume,HP:0011877,Increased mean platelet volume,Average platelet volume above the upper limit of the normal reference interval.,
2172,ieu-a-1006,Mean platelet volume,HP:0005537,Decreased mean platelet volume,Average platelet volume below the lower limit of the normal reference interval.,
2173,ieu-a-1006,Mean platelet volume,MP:0008935,decreased mean platelet volume,reduced average content of platelet cells over normal,
2174,ieu-a-1006,Mean platelet volume,MP:0002599,increased mean platelet volume,increased average content of platelet cells over normal,
2175,ieu-a-1006,Mean platelet volume,MP:0008935,decreased mean platelet volume,reduced average content of platelet cells over normal,
2176,ieu-a-1006,Mean platelet volume,MP:0002599,increased mean platelet volume,increased average content of platelet cells over normal,
2177,ieu-a-1006,Mean platelet volume,OBA:0003277,platelet volume,The volume of a platelet.,
2178,ieu-a-1006,Mean platelet volume,NCIT:C96686,Mean Platelet Component Measurement,The determination of the amount of mean platelet component present in a sample.,
2179,ieu-a-1006,Mean platelet volume,NCIT:C114214,Mean Platelet Dry Mass,The determination of the amount of mean platelet dry mass present in a sample.,
2180,ieu-a-1006,Mean platelet volume,NCIT:C114211,Platelet Aggregometry Mean Amplitude,An average of the measurements of the magnitude of the platelet aggregation in a sample.,
2181,ieu-a-1006,Mean platelet volume,CMO:0000038,mean corpuscular volume,A measure of the average volume or size of a single red blood cell. It is derived by dividing the total volume of packed red blood cells by the total red blood cell count.,
2182,ieu-a-1006,Mean platelet volume,SCDO:0000723,Mean Corpuscular Volume,A mean corpuscular volume is the result of calculation of the mean volume of erythrocytes in a blood sample.,
2183,ieu-a-1006,Mean platelet volume,EFO:0004526,mean corpuscular volume,A mean corpuscular volume is the result of calculation of the mean volume of erythrocytes in a blood sample.,
2184,ieu-a-1006,Mean platelet volume,EFO:0010701,mean reticulocyte volume,Mean volume of reticulocyte cells,
2185,ieu-a-1006,Mean platelet volume,HP:0005518,Increased mean corpuscular volume,Larger than normal size of erythrocytes.,
2186,ieu-a-1020,Percent emphysema,OMIT:0005893,Emphysema,,
2187,ieu-a-1020,Percent emphysema,MC:2000795,emphysema,,
2188,ieu-a-1020,Percent emphysema,EFO:0000464,emphysema,"A subcategory of chronic obstructive pulmonary disease (COPD). It occurs in people who smoke and suffer from chronic bronchitis. It is characterized by inflation of the alveoli, alveolar wall damage, and reduction in the number of alveoli, resulting in difficulty breathing.",1
2189,ieu-a-1020,Percent emphysema,HP:0002097,Emphysema,,
2190,ieu-a-1020,Percent emphysema,MPATH:31,emphysema,Abnormal accumulation of air in the interstitial connective tissue of a structure. Sensu Lung: Pulmonary emphysema; characterised by abnormal increase in the size of air (alveolar) spaces distal to the terminal bronchiole with degenerative changes in their walls and reduction in their number.,
2191,ieu-a-1020,Percent emphysema,MP:0001958,emphysema,"an abnormal condition of the lung characterized by permanent enlargement of airspaces distal to the terminal bronchioles, accompanied by destruction of their walls and without obvious fibrosis; results in decreased respiratory function including increased air retention and reduced exchange of gases",
2192,ieu-a-1020,Percent emphysema,MP:0001958,emphysema,"an abnormal condition of the lung characterized by permanent enlargement of airspaces distal to the terminal bronchioles, accompanied by destruction of their walls and without obvious fibrosis; results in decreased respiratory function including increased air retention and reduced exchange of gases",
2193,ieu-a-1020,Percent emphysema,MPATH:31,emphysema,Abnormal accumulation of air in the interstitial connective tissue of a structure. Sensu Lung: Pulmonary emphysema; characterised by abnormal increase in the size of air (alveolar) spaces distal to the terminal bronchiole with degenerative changes in their walls and reduction in their number.,
2194,ieu-a-1020,Percent emphysema,MPATH:31,emphysema,Abnormal accumulation of air in the interstitial connective tissue of a structure. Sensu Lung: Pulmonary emphysema; characterised by abnormal increase in the size of air (alveolar) spaces distal to the terminal bronchiole with degenerative changes in their walls and reduction in their number.,
2195,ieu-a-1020,Percent emphysema,UO:0000187,percent,A dimensionless ratio unit which denotes numbers as fractions of 100.,
2196,ieu-a-1020,Percent emphysema,CO_340:0000580,percent,,
2197,ieu-a-1020,Percent emphysema,CO_340:0000580,percent,,
2198,ieu-a-1020,Percent emphysema,CO_341:0000059,Percent,,
2199,ieu-a-1020,Percent emphysema,CO_341:0000059,Percent,,
2200,ieu-a-1020,Percent emphysema,CO_350:0000011,percent,,
2201,ieu-a-1020,Percent emphysema,CO_350:0000011,percent,,
2202,ieu-a-1020,Percent emphysema,MICRO:0001553,percent,,
2203,ieu-a-1020,Percent emphysema,OMIT:0009544,Mediastinal Emphysema,,
2204,ieu-a-1020,Percent emphysema,OMIT:0014227,Subcutaneous Emphysema,,
2205,ieu-a-1020,Percent emphysema,OMIT:0012594,Pulmonary Emphysema,,
2206,ieu-a-282,Psoriasis,NCIT:C3346,Psoriasis,"An autoimmune condition characterized by red, well-delineated plaques with silvery scales that are usually on the extensor surfaces and scalp. They can occasionally present with these manifestations: pustules; erythema and scaling in intertriginous areas, and erythroderma, that are often distributed on extensor surfaces and scalp.",
2207,ieu-a-282,Psoriasis,EFO:0000676,psoriasis,"An autoimmune condition characterized by red, well-delineated plaques with silvery scales that are usually on the extensor surfaces and scalp. They can occasionally present with these manifestations: pustules; erythema and scaling in intertriginous areas, and erythroderma, that are often distributed on extensor surfaces and scalp.",1
2208,ieu-a-282,Psoriasis,EFO:0000676,psoriasis,"A common genetically determined, chronic, inflammatory skin disease characterized by rounded erythematous, dry, scaling patches. The lesions have a predilection for nails, scalp, genitalia, extensor surfaces, and the lumbosacral region. Accelerated epidermopoiesis is considered to be the fundamental pathologic feature in psoriasis.",
2209,ieu-a-282,Psoriasis,OMIT:0012506,Psoriasis,,
2210,ieu-a-282,Psoriasis,SCDO:0000936,Psoriasis,"A skin abnormality characterized by redness and irritation, with thick, red skin that displays flaky, silver-white patches (scales).",
2211,ieu-a-282,Psoriasis,DOID:8893,psoriasis,A skin disease that is characterized by patches of thick red skin and silvery scales.,
2212,ieu-a-282,Psoriasis,MP:0001193,psoriasis,chronic skin lesions characterized by inflammation and silvery-scaly patches,
2213,ieu-a-282,Psoriasis,MONDO:0005083,psoriasis,,
2214,ieu-a-282,Psoriasis,MP:0001193,psoriasis,chronic skin lesions characterized by inflammation and silvery-scaly patches,
2215,ieu-a-282,Psoriasis,DOID:8893,psoriasis,,
2216,ieu-a-282,Psoriasis,HP:0003765,Psoriasiform dermatitis,"A skin abnormality characterized by redness and irritation, with thick, red skin that displays flaky, silver-white patches (scales).",
2217,ieu-a-282,Psoriasis,OAE:0000238,psoriasis AE,an autoimmune disease AE that shows a symptom of dry red patches on the skin.,
2218,ieu-a-282,Psoriasis,EFO:1001494,psoriasis vulgaris,"Plaque psoriasis is the most common presentation of psoriasis. It presents as small to large, well demarcated, red, scaly and thickened areas of skin. It most likely to affect elbows, knees, and lower back but may arise on any part of the body.",
2219,ieu-a-282,Psoriasis,DOID:0080475,psoriasis 2,A psoriasis that has_material_basis_in heterozygous mutation in the CARD14 gene on chromosome 17q25.,
2220,ieu-a-282,Psoriasis,DOID:0111279,psoriasis 7,A psoriasis that has_material_basis_in variation in a region on chromosome 1p that includes IL23R.,
2221,ieu-a-282,Psoriasis,DOID:0111291,psoriasis 12,A psoriasis that has_material_basis_in variation in a region on chromosome 20q13 that includes RNF114.,
2222,ieu-a-282,Psoriasis,DOID:0111286,psoriasis 1,A psoriasis that has_material_basis_in variation in HLA-C on chromosome 6p21.33.,
2223,ieu-a-282,Psoriasis,DOID:0111287,psoriasis 13,A psoriasis that has_material_basis_in variation in TRAF3IP2 on chromosome 6q21.,
2224,ieu-a-282,Psoriasis,DOID:0111284,psoriasis 9,A psoriasis that has_material_basis_in variation in a region on chromosome 4q31-q34.,
2225,ieu-a-282,Psoriasis,DOID:0111285,psoriasis 11,A psoriasis that has_material_basis_in variation in a region on chromosome 5q31.1-q33.1 that includes IL12B.,
2226,ieu-a-282,Psoriasis,DOID:0111282,psoriasis 5,A psoriasis that has_material_basis_in variation in a region on chromosome 3q21.,
2227,ieu-a-1000,Depressive symptoms,NCIT:C150140,Clinically Significant Depressive Symptoms,An indication that an individual's depressive symptoms are or were clinically significant.,
2228,ieu-a-1000,Depressive symptoms,EFO:0007634,major depressive episode,period of major depressive symptoms that occurs as part of a wider mental or psychiatric disorder such as bipolar disorder,
2229,ieu-a-1000,Depressive symptoms,NCIT:C155328,Symptoms of Major Depressive Disorder Scale v1.0 Questionnaire,"A standardized 35-item patient-reported outcome instrument, created by McCarrier et al. in 2015, that utilizes a 7-day recall period and a five-point verbal rating scale to assess symptoms of major depressive disorder.",
2230,ieu-a-1000,Depressive symptoms,EFO:0007006,depressive symptom measurement,"quantification of the existence and severity of depressive symptoms, usually via a questionnaire such as the Center for Epidemiological Studies Depression Scale (CES-D) ",1
2231,ieu-a-1000,Depressive symptoms,NBO:0000525,minor depressive disorder,,
2232,ieu-a-1000,Depressive symptoms,MFOMD:0000143,major depressive episode,"The essential feature is a period of at least 2 weeks during which there is either depressed mood or the loss of interest or pleasure in nearly all activities. In children and adolescents, the mood may be irritable rather than sad.

DSM-IV-TR (american Psychiatric Association)",
2233,ieu-a-1000,Depressive symptoms,EFO:0007006,depressive symptom measurement,"quantification of the existence and severity of depressive symptoms, usually via a questionnaire such as the Center for Epidemiological Studies Depression Scale (CES-D) ",
2234,ieu-a-1000,Depressive symptoms,NA,Major depressive disorder,"(MDD) -  A common psychiatric disorder. It is a complex trait characterized by one or more major depressive episodes without a history of manic, mixed, or hypomanic episodes. A major depressive episode is characterized by at least 2 weeks during which there is a new onset or clear worsening of either depressed mood or loss of interest or pleasure in nearly all activities. Four additional symptoms must also be present including changes in appetite, weight, sleep, and psychomotor activity -  decreased energy -  feelings of worthlessness or guilt -  difficulty thinking, concentrating, or making decisions -  or recurrent thoughts of death or suicidal ideation, plans, or attempts. The episode must be accompanied by distress or impairment in social, occupational, or other important areas of functioning.",
2235,ieu-a-1000,Depressive symptoms,NA,Major depressive disorder,"(MDD) -  A common psychiatric disorder. It is a complex trait characterized by one or more major depressive episodes without a history of manic, mixed, or hypomanic episodes. A major depressive episode is characterized by at least 2 weeks during which there is a new onset or clear worsening of either depressed mood or loss of interest or pleasure in nearly all activities. Four additional symptoms must also be present including changes in appetite, weight, sleep, and psychomotor activity -  decreased energy -  feelings of worthlessness or guilt -  difficulty thinking, concentrating, or making decisions -  or recurrent thoughts of death or suicidal ideation, plans, or attempts. The episode must be accompanied by distress or impairment in social, occupational, or other important areas of functioning.",
2236,ieu-a-1000,Depressive symptoms,NA,Major depressive disorder,"(MDD) -  A common psychiatric disorder. It is a complex trait characterized by one or more major depressive episodes without a history of manic, mixed, or hypomanic episodes. A major depressive episode is characterized by at least 2 weeks during which there is a new onset or clear worsening of either depressed mood or loss of interest or pleasure in nearly all activities. Four additional symptoms must also be present including changes in appetite, weight, sleep, and psychomotor activity -  decreased energy -  feelings of worthlessness or guilt -  difficulty thinking, concentrating, or making decisions -  or recurrent thoughts of death or suicidal ideation, plans, or attempts. The episode must be accompanied by distress or impairment in social, occupational, or other important areas of functioning.",
2237,ieu-a-1000,Depressive symptoms,NA,Major depressive disorder,"(MDD) -  A common psychiatric disorder. It is a complex trait characterized by one or more major depressive episodes without a history of manic, mixed, or hypomanic episodes. A major depressive episode is characterized by at least 2 weeks during which there is a new onset or clear worsening of either depressed mood or loss of interest or pleasure in nearly all activities. Four additional symptoms must also be present including changes in appetite, weight, sleep, and psychomotor activity -  decreased energy -  feelings of worthlessness or guilt -  difficulty thinking, concentrating, or making decisions -  or recurrent thoughts of death or suicidal ideation, plans, or attempts. The episode must be accompanied by distress or impairment in social, occupational, or other important areas of functioning.",
2238,ieu-a-1000,Depressive symptoms,DOID:1470,major depressive disorder,"The essential feature is a clinical course that is characterised by one or more Major Depressive Episodes without a history of Manic, Mixed, or Hypomanic episodes.",
2239,ieu-a-1000,Depressive symptoms,DOID:1470,major depressive disorder,"An endogenous depression that is characterized by an all-encompassing low mood accompanied by low self-esteem, and by loss of interest or pleasure in normally enjoyable activities.",
2240,ieu-a-1000,Depressive symptoms,EFO:0003761,unipolar depression,"A mood disorder having a clinical course involving one or more episodes of serious psychological depression that last two or more weeks each, do not have intervening episodes of mania or hypomania, and are characterized by a loss of interest or pleasure in almost all activities and by some or all of disturbances of appetite, sleep, or psychomotor functioning, a decrease in energy, difficulties in thinking or making decisions, loss of self-esteem or feelings of guilt, and suicidal thoughts or attempts.",
2241,ieu-a-1000,Depressive symptoms,NCIT:C35191,Adjustment Reaction with Prolonged Depressive Reaction,Temporary but prolonged and maladaptive depressive signs and symptoms associated with a life event.,
2242,ieu-a-1000,Depressive symptoms,NCIT:C34358,Adjustment Reaction with Brief Depressive Reaction,Temporary maladaptive depressive signs and symptoms associated with a life event.,
2243,ieu-a-1000,Depressive symptoms,MFOMD:0000014,symptoms,,
2244,ieu-a-1000,Depressive symptoms,NCIT:C130315,Inventory of Depressive Symptomatology Self-Report Version Questionnaire,"A standardized 30-item self-report questionnaire that utilizes a 5-point rating scale for the assessment of the severity of depressive symptoms over the seven day period prior to evaluation. The questionnaire, which was created by Rush, et al. in 1986, originally consisted of 28 items including the nine diagnostic DSM-IV symptom domains used to characterize a major depressive episode, as well as items to address melancholic and atypical features. Two additional items were later added to address leaden paralysis and interpersonal rejection sensitivity.",
2245,ieu-a-1000,Depressive symptoms,NCIT:C130316,Quick Inventory of Depressive Symptomatology Self-Report Version Questionnaire,"A standardized 16-item self-report questionnaire, derived from the 30-item Inventory of Depressive Symptomatology (IDS), that utilizes a 5-point rating scale for the assessment of the severity of depressive symptoms over the seven day period prior to evaluation. The original questionnaire, created by Rush et al. in 1986, includes the nine diagnostic DSM-IV symptom domains that are used to characterize a major depressive episode, as well as items to address melancholic and atypical features. The shortened, 16-item version was initially developed by Rush et al. in 2000 by selecting only items from the original scale that assessed DSM-IV criterion diagnostic symptoms.",
2246,ieu-a-1000,Depressive symptoms,NCIT:C130309,Quick Inventory of Depressive Symptomatology Clinician-Rated Version Clinical Classification,"A standardized 16-item clinician-scored questionnaire, derived from the 30-item Inventory of Depressive Symptomatology (IDS), that utilizes a 5-point rating scale for the assessment of the severity of depressive symptoms over the seven day period prior to evaluation. The original questionnaire, created by Rush et al. in 1986, includes the nine diagnostic DSM-IV symptom domains that are used to characterize a major depressive episode, as well as items to address melancholic and atypical features. The shortened, 16-item version was initially developed by Rush et al. in 2000 by selecting only items from the original scale that assessed DSM-IV criterion diagnostic symptoms.",
2247,ieu-a-1000,Depressive symptoms,NCIT:C130308,Inventory of Depressive Symptomatology Clinician-Rated Version Clinical Classification,"A standardized 30-item clinician-scored questionnaire that utilizes a 5-point rating scale for the assessment of the severity of depressive symptoms over the seven day period prior to evaluation. The questionnaire, which was created by Rush, et al. in 1986, originally consisted of 28 items including the nine diagnostic DSM-IV symptom domains used to characterize a major depressive episode, as well as items to address melancholic and atypical features. Two additional items were later added to address leaden paralysis and interpersonal rejection sensitivity.",
2248,ieu-a-965,Lung adenocarcinoma,NCIT:C3512,Lung Adenocarcinoma,"A carcinoma that arises from the lung and is characterized by the presence of malignant glandular epithelial cells.  There is a male predilection with a male to female ratio of 2:1.  Usually lung adenocarcinoma is asymptomatic and is identified through screening studies or as an incidental radiologic finding.  If clinical symptoms are present they include shortness of breath, cough, hemoptysis, chest pain, and fever.  Tobacco smoke is a known risk factor.",
2249,ieu-a-965,Lung adenocarcinoma,EFO:0000571,lung adenocarcinoma,"A carcinoma that arises from the lung and is characterized by the presence of malignant glandular epithelial cells. There is a male predilection with a male to female ratio of 2:1. Usually lung adenocarcinoma is asymptomatic and is identified through screening studies or as an incidental radiologic finding. If clinical symptoms are present they include shortness of breath, cough, hemoptysis, chest pain, and fever. Tobacco smoke is a known risk factor.",1
2250,ieu-a-965,Lung adenocarcinoma,EFO:0000571,lung adenocarcinoma,"A carcinoma characterized by the presence of malignant glandular epithelial cells.  There is a male predilection with a male to female ratio of 2:1.  Usually lung adenocarcinoma is asymptomatic and is identified through screening studies or as an incidental radiologic finding.  If clinical symptoms are present they include shortness of breath, cough, hemoptysis, chest pain, and fever.  Tobacco smoke is a known risk factor.",
2251,ieu-a-965,Lung adenocarcinoma,MONDO:0005061,lung adenocarcinoma,,
2252,ieu-a-965,Lung adenocarcinoma,DOID:3910,lung adenocarcinoma,A lung cancer that derives_from epithelial cells of glandular origin.,
2253,ieu-a-965,Lung adenocarcinoma,HP:0030078,Lung adenocarcinoma,,
2254,ieu-a-965,Lung adenocarcinoma,DOID:3910,lung adenocarcinoma,A lung cancer that derives_from epithelial cells of glandular origin.,
2255,ieu-a-965,Lung adenocarcinoma,DOID:3910,lung adenocarcinoma,来源_于腺体的上皮细胞的非小细胞肺癌。,
